x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.357,47.5374,12.8866410438833,3,2.5,5320,8,1820,5736
-122.347,47.7348,12.5648234334132,2,1.5,1036,7,1210,659
-122.284,47.5592,12.8212582846204,2,2.25,835,7,1280,1246
-122.392,47.6764,13.8924715991004,5,3.5,5610,9,1520,4590
-122.209,47.3451,12.607864348272,3,2.5,4000,7,2475,4000
-121.994,47.5416,13.5606183083355,4,2.5,5787,9,2580,4410
-121.902,47.501,13.5797882244432,4,3.5,31450,9,3000,72745
-122.305,47.6843,13.8643007221337,3,2.5,5119,8,1740,5969
-122.19,47.717,12.4252081754468,2,1.5,2686,7,1160,2158
-122.198,47.3564,12.7599577587566,3,2,6145,8,2304,5880
-122.037,47.3658,12.7882882653828,5,2.5,5604,8,2210,6395
-122.256,47.2671,12.4684369099977,5,2.5,7760,7,1664,9000
-121.861,47.5392,13.5476311128087,4,3,5104,9,4390,5537
-122.118,47.7065,13.5130531999303,3,2.5,5400,9,2870,5400
-122.073,47.5396,13.6989767417083,5,3.5,6000,10,4530,6000
-122.205,47.4487,13.0433201700639,4,2.5,6432,9,2910,5106
-122.318,47.36,12.8479265317026,4,2.5,32400,8,1390,9152
-122.318,47.3574,13.5541457938299,5,3.5,8234,10,2160,14496
-122.187,47.5286,13.3707847359028,4,3.25,4104,8,2760,5186
-121.966,47.1967,12.8185519230227,4,2.5,27251,8,1760,27251
-122.354,47.6435,13.9198705732885,4,3,2650,9,1820,2960
-122.348,47.7384,12.7854910607618,5,2.5,9240,8,1970,18110
-122.321,47.6298,13.3847276418718,3,2.75,1251,8,1540,1287
-122.355,47.6534,13.241922612462,3,2.5,1312,8,1350,1312
-122.322,47.7484,12.7512996960135,3,2.5,2229,7,1230,9300
-122.136,47.4593,13.0814372107917,3,2,7163,9,2340,6730
-121.884,47.5169,13.3999951140026,4,3.5,5196,9,3170,5260
-122.12,47.5424,13.5923670066501,4,2.5,5000,9,3230,5778
-122.175,47.3689,12.4415438975329,3,2,6036,7,2060,5746
-122.292,47.562,13.2267233927286,3,3.5,2479,9,1800,2457
-122.342,47.7076,12.3883942023241,4,1,2171,7,1130,1598
-122.342,47.7076,12.8479265317026,4,1,2171,7,1130,1598
-122.343,47.695,12.3842188309136,2,1.5,772,7,690,1059
-122.384,47.532,13.5410737122625,4,3.25,3995,9,1810,4590
-121.966,47.7327,12.9715404876697,4,2.5,7200,8,2750,7200
-122.016,47.6942,13.3999951140026,3,2.5,4332,8,2450,4154
-122.34,47.5017,12.8991273218117,4,2.5,4050,8,2030,3944
-122.314,47.6023,12.9263484934784,2,2,1148,9,1350,1201
-121.773,47.4827,13.0887093812911,4,2.75,5527,8,2620,5509
-122.376,47.5432,13.0603815850484,3,2,1357,9,1710,1372
-121.772,47.4841,13.1304466197975,4,2.75,7467,8,2790,7868
-122.194,47.2596,12.9621852355361,4,2.5,5000,9,2547,4500
-122.047,47.6057,13.5410802911882,4,2.75,5859,9,2960,5250
-122.299,47.6205,13.4588341854531,2,2,1085,8,1580,1202
-122.311,47.6088,13.5277618166235,3,2.5,2263,8,1500,2670
-122.346,47.6951,13.4218752016097,4,2.5,5140,8,1190,5101
-122.335,47.6489,13.0170028617465,2,1.5,1000,8,1200,1297
-122.186,47.3774,12.5135573452781,3,2.5,7616,7,1850,7340
-122.409,47.5772,13.0170028617465,2,1.5,1264,8,1330,1265
-122.385,47.5633,13.3753763623208,3,2.25,2122,9,1420,1618
-122.343,47.7731,12.5776362019627,3,2.5,3542,8,1180,1622
-122.332,47.7108,12.8426494746017,3,2.5,2082,8,1650,1965
-122.016,47.7158,13.4981250061391,3,2.5,6775,8,1680,4750
-122.264,47.2904,13.1206819646218,4,2.5,11466,9,2849,10909
-122.168,47.7711,13.1918894400529,4,2.5,4831,8,2430,3937
-122.023,47.3455,12.9477718666723,5,3.5,5000,8,2590,4800
-122.365,47.6908,13.0583580474284,3,2.25,1362,7,1180,2603
-122.202,47.3573,12.8320110763967,3,2.5,6042,9,2297,5876
-122.297,47.5669,12.1148779853452,4,1.5,2106,7,1490,2175
-122.188,47.3307,12.7215514265488,3,2.5,7324,9,2502,6017
-122.116,47.5442,13.5922419988369,4,4,18223,9,3220,11022
-122.042,47.3494,12.8557902681628,4,2.5,6223,8,2160,5555
-121.959,47.6539,13.2707833825226,3,2.5,374616,7,1870,220654
-122.017,47.3706,12.7713836136671,3,2.5,4200,8,2370,4200
-122.342,47.6377,14.1006895001979,3,3,2758,11,2420,2758
-122.056,47.3568,12.6507584667916,3,2.5,4077,8,1970,4077
-122.046,47.5381,13.422393893037,4,3.5,3127,8,2330,3137
-122.118,47.6467,13.9198705732885,5,2.75,7560,10,3150,8580
-122.358,47.6543,12.9360337992128,2,2.5,1219,8,1320,2800
-122.393,47.5858,14.0386541092785,3,3,5353,10,2460,6325
-122.269,47.5298,12.2491321349906,3,2.5,2450,7,1390,2450
-122.384,47.6715,13.0214374588144,2,2.5,1131,8,1490,2500
-122.107,47.6879,13.6375793494716,5,2.75,5225,8,3090,6261
-122.103,47.7016,13.5670491986658,5,3.5,4247,8,2580,3989
-122.28,47.6646,14.2142866779216,4,3.5,6120,10,3390,6120
-122.223,47.5639,14.28551419,5,3.75,10125,10,1760,10125
-122.018,47.371,12.8211123280233,3,2.5,4725,8,2370,4200
-122.191,47.4878,13.1806322855283,3,2.75,7200,9,1580,8676
-122.175,47.3524,12.863592648447,4,2.5,6079,8,2279,6079
-122.327,47.3443,13.507625778195,4,3.5,7605,9,2240,4416
-122.387,47.5402,13.102058624064,3,2.25,926,8,1640,1321
-122.348,47.5344,12.7868906411162,3,3,1442,8,1370,1524
-122.283,47.2599,12.7068327818127,4,2.5,3680,8,2303,3760
-121.841,47.534,12.9336212528075,3,2.5,3754,8,1800,3393
-122.067,47.5341,13.1872143497239,3,3.5,3517,8,1600,2378
-122.165,47.3262,12.9051894722432,4,2.5,5385,9,2669,4645
-122.076,47.5322,13.4939269338368,4,3.25,2552,10,2610,2664
-122.023,47.6094,14.0623706358958,6,5.25,27490,11,4225,9100
-122.346,47.5171,12.3875605215756,2,1.75,1493,8,1410,1875
-122.359,47.5542,13.3325432623267,5,3.5,5008,8,2910,5026
-121.994,47.5408,14.0466222789277,4,3.25,6000,11,4310,6000
-122.384,47.6519,12.9831013100708,3,2.25,1238,8,1230,953
-122.016,47.6328,13.7375490164946,4,3.25,60086,10,2900,51721
-122.358,47.6704,13.3558532207727,2,2.5,2493,8,2050,4400
-122.342,47.6907,12.899207326012,3,1.5,1069,8,1230,1276
-122.342,47.6937,12.8211231403537,3,2,1320,8,1370,1320
-122.152,47.4879,13.0710700830168,5,3.5,3583,8,2640,3850
-122.275,47.3511,12.7742233359154,4,2.5,5000,8,2020,5000
-122.352,47.2793,12.7066964068116,4,2.5,9690,8,1200,9085
-122.197,47.382,12.8131171270367,3,2.5,4050,8,2513,4507
-122.263,47.3003,13.011431816697,4,2.5,9017,9,2725,7019
-122.33,47.6725,13.2963166845278,4,3.25,4560,9,1800,4560
-122.299,47.5943,12.6915804613119,1,1,1942,7,1020,2044
-122.323,47.6264,13.4444468765734,2,2.5,1756,9,1955,1438
-122.317,47.5893,12.7066964068116,3,2.5,812,8,1300,824
-122.287,47.4467,12.8979690441885,4,2.5,7492,8,1260,11541
-122.168,47.7724,13.2267233927286,5,2.5,5047,8,2450,4478
-122.378,47.5607,12.9645392922108,2,1.5,725,8,1440,4255
-122.342,47.6947,12.8346813049525,3,2.25,1557,8,1140,1245
-122.362,47.6319,13.1203613747337,2,1.5,957,8,1680,1104
-122.009,47.655,13.5278284855125,3,2.5,43832,8,2620,120686
-122.367,47.5388,12.7275414293946,3,2.5,1200,8,1740,1664
-122.302,47.5925,13.2267233927286,2,2.75,1610,8,910,1745
-122.2,47.6847,14.0623706358958,4,3.5,8126,10,2660,8126
-122.389,47.579,13.8154605567142,4,3.5,4684,9,1850,4750
-122.288,47.6804,13.79019275,5,3,5477,10,1680,5217
-122.191,47.4214,12.6081988523728,3,2.25,3582,8,1940,3860
-122.209,47.7043,13.0794558763931,2,2.5,1439,8,2090,10454
-122.333,47.7108,12.9668784745639,3,2.5,2201,8,1650,1965
-122.058,47.6225,12.9214704350249,3,2.5,6500,7,2340,7500
-122.202,47.6078,13.5904902466372,3,3,1833,9,2040,2131
-121.86,47.5389,13.4429965499958,4,3.5,5805,9,4410,6299
-122.287,47.369,12.8346813049525,6,2.25,5793,7,2527,5804
-122.045,47.3229,13.5606183083355,4,3.5,77832,10,4130,87476
-122.145,47.4969,13.3691968924831,5,3,5700,8,2910,5349
-122.213,47.3514,12.6115377536383,4,3,4419,7,2440,4418
-122.121,47.4698,13.3487018196151,4,2.5,11830,9,2310,11830
-121.979,47.1941,12.5245263766487,3,2.75,5757,7,2380,5647
-122.346,47.5167,12.7736566031148,4,2.25,2752,8,1650,2752
-122.346,47.6828,13.2445810101286,3,2.25,1005,8,1510,1501
-122.375,47.679,13.5476311128087,4,2.25,2222,9,1420,2222
-122.161,47.773,13.3754540050865,4,2.5,4839,9,3240,5280
-122.317,47.6988,13.0411533219788,3,1.5,1416,8,1270,1413
-122.252,47.2615,12.5080273772687,5,2.5,7093,8,1767,7093
-122.318,47.6181,13.3692234553359,2,2.25,965,9,1410,964
-122.265,47.2958,13.0324386698763,4,2.5,6983,9,2597,7222
-122.316,47.5123,12.7798730684576,5,2.5,5100,7,1400,9440
-122.348,47.6975,12.7826860098342,2,2.25,989,8,1230,1223
-122.368,47.543,12.9598444479066,4,2.5,2766,8,1900,2604
-122.145,47.4935,13.2401464130607,5,2.75,6327,8,2520,5026
-122.374,47.6754,13.0389817684653,3,2.5,1053,8,1410,1080
-122.046,47.3166,13.5797882244432,4,3,69848,10,4443,94403
-122.342,47.6933,12.9017167062887,3,2,1333,8,1330,1333
-122.326,47.6757,13.9108207377686,3,2.5,5100,9,1250,4080
-122.107,47.7079,13.6529916284665,4,3,7150,9,3200,6984
-122.019,47.367,12.5227065399317,3,2.25,4050,7,1660,3800
-122.045,47.6857,13.6023173375032,4,2.5,6262,9,3490,6629
-122.363,47.5567,12.6507584667916,3,2.25,974,7,1490,1283
-122.357,47.7046,12.6760762747759,3,2.25,1400,8,1370,6552
-121.969,47.7373,12.9239124386805,3,2.5,4332,8,2140,4332
-121.876,47.5402,13.4939269338368,3,3.5,8837,10,3690,9585
-122.249,47.489,12.7218858108072,4,2.5,3301,7,1960,3379
-122.117,47.678,13.1615648596035,4,3.25,1321,8,3080,4558
-121.772,47.4842,13.1864868124056,4,2.75,8853,8,2790,8092
-122.246,47.2602,12.5241626741533,3,2,6612,7,1620,21600
-122.07,47.5323,12.6915804613119,2,2.25,711,7,1150,748
-122.299,47.4991,12.7656884334656,4,2.5,22653,7,2020,20502
-122.226,47.7407,13.2176735572087,4,2.5,7539,9,2580,7539
-122.056,47.343,12.6502775819543,4,2.5,4158,8,2720,4549
-122.309,47.6031,13.1730564917198,3,2.5,1583,8,1400,1583
-122.057,47.356,12.8346813049525,4,2.5,5306,8,2250,5306
-122.363,47.5565,12.6115344202994,3,2.25,1234,7,1420,1234
-122.374,47.6719,12.9853975223312,3,2.5,1238,8,1280,1257
-122.181,47.338,12.6214880844915,3,2.5,3564,7,2056,3577
-122.373,47.6384,13.1711535415738,2,2.5,1458,8,1650,2311
-122.32,47.6295,13.2621253197795,3,3,1287,8,1570,1288
-122.35,47.6584,12.9480099902596,2,1.5,1107,8,1110,2750
-122.351,47.297,12.7066964068116,3,2.5,7566,8,2478,7212
-122.192,47.5508,13.9810249964418,4,3.25,10099,11,3120,10669
-122.363,47.6689,13.122263372404,2,2.5,1157,8,1550,1519
-121.87,47.5443,13.9552725003394,4,3,11533,11,4240,12813
-121.874,47.515,12.8992198260901,3,2,5027,7,2430,6000
-121.975,47.1948,12.4169411659688,3,3,4440,7,1670,4622
-122.318,47.6236,13.3534750983677,3,3.25,1275,8,1750,3000
-122.146,47.4893,13.2374761845048,5,2.75,10315,9,3010,8296
-122.055,47.3414,12.5672374947418,4,2.5,4082,7,2390,4876
-122.345,47.6397,13.3046849341983,3,3.25,1473,8,1670,2594
-122.304,47.6051,13.1021606700868,3,2.25,1062,8,1560,1728
-122.314,47.5677,12.7068479334427,3,1.75,958,7,1340,1254
-122.081,47.3603,12.5670632635365,4,2.5,4052,7,2110,4034
-122.357,47.641,14.2537654888954,3,3.25,4920,9,1900,4200
-122.161,47.6776,13.6876771864544,4,2.5,8618,10,1310,9746
-122.377,47.6944,13.2663771375432,3,3,1755,8,1830,1804
-122.057,47.355,12.9116423460887,5,2.75,4900,8,2110,5696
-122.387,47.674,13.1421660047005,3,2.5,1237,8,1510,2501
-122.388,47.6374,13.0497926845695,2,1.5,1120,8,2010,3175
-122.289,47.6198,14.0778748224318,4,2.25,4000,9,3040,4400
-122.225,47.488,13.319573546692,4,3.5,11270,9,1980,11328
-122.343,47.6969,12.7248664389453,3,2.5,1211,8,1270,1211
-122.368,47.5455,12.8346813049525,3,2.5,2407,8,1580,2212
-122.166,47.4903,12.5930342820738,3,2.5,2688,7,1760,2329
-122.304,47.6799,13.7375490164946,5,3.5,4216,9,1420,4500
-122.102,47.7075,13.5007998131246,5,2.75,6593,9,3150,6593
-122.252,47.2602,12.5425448821514,4,2.5,5677,8,1919,5049
-122.387,47.674,13.1223633774043,3,1.5,962,8,1510,2501
-121.862,47.5439,13.312983737013,3,2.75,5750,9,3200,8036
-122.316,47.7563,12.8477949440979,3,3.25,1787,8,1830,1787
-122.346,47.6327,13.312983737013,3,2.5,1119,7,1500,1057
-122.2,47.6215,13.4870064909922,2,1.75,1108,9,1940,1160
-122.311,47.602,13.2174917224959,3,2,960,9,1280,1173
-122.35,47.2956,12.9645392922108,3,2.5,5653,8,3000,5134
-122.311,47.6022,13.1062339954744,3,2.5,1479,8,1280,1253
-122.013,47.5441,12.9460795567426,2,2.5,1426,8,1590,1426
-122.225,47.7745,13.3847276418718,3,2.5,7288,9,2870,5998
-122.038,47.3607,12.8477949440979,4,2.5,4818,8,2570,5386
-122.308,47.366,12.5054362227558,4,2.75,3420,8,1813,3420
-122.16,47.3737,12.9165684644247,4,2.5,6000,7,2533,6000
-122.341,47.6536,13.2707833825226,3,1.5,1250,8,1560,1694
-122.013,47.6861,12.8731324913268,3,2.5,3581,7,1720,3600
-122.301,47.5951,12.3458345879053,3,1.5,1264,9,1350,3000
-121.773,47.4838,13.186989394714,4,2.75,6685,8,2790,6444
-122.314,47.5683,12.5964241158283,3,2.5,1332,7,1410,1343
-122.131,47.7067,13.6646876682297,4,4.5,8400,9,3940,8400
-122.001,47.5519,13.6072556191438,4,3.5,3634,9,3200,3650
-122.268,47.5298,12.6900408151263,3,2.5,3990,7,1670,4050
-122.022,47.3494,12.170445467887,2,1.75,2550,6,1310,2550
-122.343,47.6914,12.7798730684576,3,2.25,959,8,1130,1126
-122.235,47.7737,13.1711535415738,4,2.75,4924,8,2360,4670
-122.161,47.3738,12.8238225616177,3,2.5,9653,7,2533,6125
-122.189,47.6728,14.0306219375812,4,3.5,10183,11,3770,9000
-121.766,47.4496,13.7642172635767,3,2.5,275033,10,1680,16340
-122.056,47.6181,13.6978412658388,4,2.75,5500,9,3540,5500
-122.402,47.6688,13.4659530817944,3,2.5,1321,8,1530,1357
-122.334,47.4914,12.498742259493,3,2.5,2250,7,1520,4500
-122.181,47.507,12.6295413780779,3,2.5,3573,7,1500,11089
-122.018,47.5446,12.8989697948349,2,1.75,1005,9,1440,1188
-122.32,47.6765,13.1123130415508,3,1.5,1228,8,1580,3605
-122.344,47.438,13.6615735219802,3,3.5,11632,10,2015,11632
-122.21,47.7336,13.6482155351869,5,2.75,9600,9,4000,9750
-122.198,47.2577,12.6221809137368,4,2.5,5000,8,2009,5182
-122.211,47.3045,12.7454857261481,6,5,7655,7,3078,69993
-122.163,47.3992,12.6115377536383,3,2.5,4590,7,2190,4060
-122.387,47.6844,12.7215872587823,2,2.5,1013,8,980,1023
-122.207,47.4299,13.0763194389029,5,3.5,5619,9,2583,5295
-122.184,47.6854,13.6170596192404,4,2.5,8523,9,3230,8523
-122.354,47.553,13.2707833825226,5,3.25,7410,8,2020,7410
-122.364,47.6904,12.7656884334656,2,2.5,940,8,1290,2900
-122.2,47.6213,13.721199878493,3,2.5,1160,9,1950,1160
-122.155,47.5051,12.9336212528075,3,2.5,4540,8,2640,3844
-122.15,47.4944,13.1711535415738,3,2.5,4500,8,3030,4501
-122.346,47.6523,13.3847276418718,2,2.5,690,8,1480,1284
-122.027,47.5394,13.0170028617465,3,2.25,997,8,1620,1068
-122.129,47.5655,14.0545274584348,4,3,8313,9,3770,8278
-122.216,47.7636,13.4574060212159,3,3.5,10344,10,2550,20152
-122.21,47.6853,13.7090383134538,4,2.5,3943,8,1700,5772
-122.275,47.3523,12.7756387643188,4,3,4000,8,2050,4000
-121.872,47.5162,13.0919041699196,3,2.5,5867,7,2620,5866
-122.073,47.5311,13.570760252896,4,3.25,3898,10,2920,3448
-122.359,47.7628,13.1787437108404,2,2,9714,8,1840,8179
-122.374,47.6744,13.1513394856408,3,3.25,1072,8,1160,1266
-121.841,47.5342,12.9222427528477,3,2.5,3168,8,1800,3393
-122.019,47.3699,12.8703006692318,3,2.5,4200,8,2370,4370
-122.069,47.5341,12.9360337992128,3,2.25,1512,7,1445,1082
-122.304,47.6076,13.164464553423,3,2.25,1619,8,1580,3472
-122.387,47.5891,13.2707833825226,3,2.5,1236,8,1740,1280
-122.113,47.7047,13.6905888525286,4,2.5,5265,8,3220,4892
-122.29,47.5661,13.1711535415738,3,2.75,1400,9,1880,3132
-122.235,47.7698,13.1519221796459,5,2.75,4502,9,2850,4501
-121.883,47.5165,13.2868773155483,3,3,7201,9,2540,5260
-122.156,47.6777,13.5377788163657,4,2.5,6845,9,2800,5715
-122.045,47.3595,12.5567295171433,3,2.5,4083,7,1800,4087
-122.071,47.5323,12.7322793713345,2,2.25,711,7,1150,748
-122.068,47.5344,12.8466098758178,3,2.25,1287,7,1490,1435
-122.357,47.6472,13.2176735572087,3,2,1369,9,1540,2168
-122.059,47.3557,12.5943915948034,3,2.5,5025,8,2000,5550
-122.305,47.588,12.7512996960135,2,1.5,1210,8,1340,1213
-122.306,47.602,13.0170028617465,2,1.5,1012,8,1530,1425
-122.34,47.7049,12.9480099902596,3,2.5,1114,8,1509,2431
-122.01,47.543,13.5144054651804,3,2.5,3798,8,2020,3532
-122.301,47.7124,12.563747089802,2,1.5,825,7,1128,1080
-122.209,47.7339,13.6762484906308,5,3.5,10079,9,4495,10079
-122.359,47.6276,13.4966817565157,3,2.5,991,9,1610,1297
-122.028,47.3479,12.8866410438833,4,3,7965,9,2750,6000
-121.999,47.5493,13.1900220258781,4,2.25,3615,7,1630,3280
-122.357,47.5199,12.4490188241406,3,2.25,963,7,1300,1285
-122.217,47.3363,12.4684369099977,4,2.5,3721,8,2150,3721
-122.152,47.6761,13.6047895266486,4,2.5,8384,9,1560,9429
-122.014,47.6871,12.7932535714539,3,2.5,3400,7,1850,3400
-122.292,47.5622,13.1223633774043,2,2.5,2162,9,1800,2457
-122.018,47.6901,13.8643007221337,5,3.25,9588,9,4080,8425
-122.286,47.5685,13.6047895266486,4,3.5,2868,11,1430,3858
-121.876,47.5189,13.312983737013,5,4,6000,8,3070,5558
-122.175,47.6684,13.5007998131246,4,2.5,7930,8,1850,9000
-122.082,47.359,12.6977154498794,4,2.5,3825,7,1950,3825
-122.295,47.5924,12.8212582846204,2,1,1133,7,1130,1270
-121.879,47.5298,13.0368054890427,5,3.5,6895,7,2640,5267
-122.13,47.372,12.8076526325646,4,2.5,8404,8,2440,4822
-122.255,47.2679,12.4490188241406,4,2.5,6000,7,1880,9589
-122.389,47.5811,12.8346813049525,1,1,3166,6,1140,6250
-122.388,47.5638,12.8346813049525,2,1.5,912,8,1500,1474
-122.023,47.3552,13.1584638430291,4,2.5,4500,9,2980,5046
-122.362,47.5592,12.7541940540399,3,3.25,1442,8,1500,1533
-122.026,47.5393,12.6183776415143,4,2,745,7,1390,942
-121.885,47.5185,13.2621253197795,4,2.5,4945,9,2760,6000
-122.264,47.2931,13.2175826439853,4,3.5,9674,9,2673,6500
-122.114,47.5451,13.7101500423064,5,6,40806,12,3440,36859
-122.309,47.6033,12.8929502130765,3,2.5,1256,8,1510,1797
-122.118,47.6467,13.8924715991004,5,3.5,7560,10,3230,8580
-122.027,47.5618,13.561778924882,3,2.5,5764,9,3270,14700
-122.27,47.2949,13.1421660047005,4,2.5,17334,8,1780,9625
-122.165,47.3269,13.0631970667351,4,2.5,5038,9,2316,4105
-122.02,47.3669,12.5707157591181,4,2.25,3560,7,1760,3692
-122.126,47.7049,13.8054501210497,4,3.5,7150,9,3640,6055
-122.313,47.5537,12.6115377536383,3,3.25,1235,7,1470,1243
-122.24,47.509,13.4074671288413,5,3,7081,9,2270,7623
-121.887,47.5178,13.4576749407048,4,3.25,5478,9,3250,5482
-122.233,47.7607,12.8739020181058,3,2.25,4539,7,1750,4667
-122.008,47.5977,13.4150329913671,5,2.75,5155,8,2900,6176
-122.302,47.5423,13.0960194020647,4,2.5,5001,9,2360,6834
-122.173,47.7757,13.5541393003023,5,2.75,12080,9,3360,9724
-122.314,47.5842,12.6821515329663,2,1.25,1277,7,1280,1265
-122.16,47.773,13.3269355431331,4,2.5,6068,9,3240,5757
-122.344,47.7034,12.6115377536383,3,2.5,1200,7,1330,1206
-122.194,47.2603,12.9015920102352,4,2.5,4554,9,2647,4554
-122.017,47.371,12.8726627890401,4,2.5,4725,8,2370,4725
-122.361,47.5261,12.4490188241406,3,1.75,1133,7,1260,1172
-122.324,47.6271,13.8924715991004,3,2.5,1891,9,1990,3600
-121.877,47.5193,13.3658584249664,5,3.25,4900,9,3220,5200
-122.169,47.5135,13.3633154121681,4,2.5,6284,9,2790,7168
-122.346,47.6993,12.8346813049525,3,2.5,1131,8,1530,1445
-122.351,47.6539,13.2819279470757,3,2.5,1487,8,1780,1300
-121.882,47.5451,13.2067045258381,4,2.5,6973,8,2950,6908
-121.879,47.5353,12.9598444479066,4,2.5,5021,7,2520,5333
-122.042,47.3595,12.8345479627295,4,2.5,3777,8,2160,3993
-122.144,47.5022,12.5932719448314,3,1,8400,7,1400,9000
-122.166,47.4873,12.6115377536383,3,2.5,1477,7,1980,1467
-122.35,47.2962,12.8890432196386,5,3.5,6031,8,2738,5201
-122.059,47.6122,13.5923670066501,4,2.5,11088,8,3190,11270
-121.772,47.4832,12.9945072783634,3,2.5,5171,8,2790,5684
-122.103,47.7002,13.4298480771523,4,3.5,3763,8,2560,3820
-122.389,47.6892,13.4265927844316,6,3,4213,8,1440,3960
-121.841,47.5336,12.9597267939268,3,2.5,4777,8,1800,3331
-122.218,47.346,12.3193566869835,2,2.25,2884,7,1481,2887
-122.385,47.3009,13.1183553560068,4,2.5,14355,10,3402,8487
-122.188,47.3751,12.7937204118974,4,2.5,6120,8,2419,8984
-121.926,47.572,13.4870064909922,3,2.5,151588,9,2410,208652
-122.147,47.4987,13.1806322855283,4,2.5,9000,8,3250,5531
-122.044,47.3588,12.594730635322,3,2.5,4898,7,1810,4462
-122.051,47.3358,12.4509776886259,3,2.5,5000,7,2230,5200
-122.014,47.5445,13.2285235732327,3,3,1168,9,2080,1423
-122.256,47.2676,12.5351965203816,4,2.5,6000,7,1990,6350
-122.03,47.3473,12.9738633690859,4,2.5,6000,9,2640,6000
-122.023,47.6962,13.5670491986658,4,2.75,6787,9,3450,6137
-122.309,47.6201,13.3831879956862,3,3.25,936,8,1720,1527
-122.181,47.744,13.0103138735957,3,2.5,3043,7,1920,2869
-122.113,47.7048,13.4761112416219,4,2.5,4247,8,2970,4685
-122.117,47.6781,12.5322780726527,3,1.5,785,8,2820,5626
-122.385,47.3011,12.802158113247,4,2.5,7204,10,3494,9375
-121.734,47.4765,13.3030035214157,5,3.5,6037,9,3270,6037
-122.375,47.6515,13.279367126214,3,2.5,1250,8,1870,2825
-122.195,47.6506,14.0545274584348,4,2.75,8850,10,2330,12000
-122.315,47.5788,12.8504234119012,2,2,1039,7,1130,5400
-122.18,47.3413,12.7173681588808,4,2.5,3916,8,2156,3920
-122.027,47.5397,13.1615840905576,3,3.25,1487,8,1620,1104
-122.073,47.5321,12.6603279178078,2,2.25,705,7,1240,750
-122.375,47.6754,13.0960194020647,2,1.5,1118,8,1210,1118
-122.17,47.5049,12.9597267939268,5,3.5,3865,8,2590,4587
-122.386,47.6514,13.2035746328292,3,2.25,1487,9,1600,1525
-122.363,47.5556,12.6760762747759,3,3.25,1192,8,1330,1094
-122.022,47.581,13.9465388203707,4,3.25,11467,10,2510,27520
-121.872,47.515,12.9598444479066,4,2.5,5000,8,2710,5000
-122.367,47.6998,13.0709648143183,3,3,1568,8,1460,1224
-122.017,47.3693,12.6366692942759,3,2.5,4200,8,2370,4200
-122.047,47.5821,13.6346335572965,3,2.5,6187,10,2760,6600
-122.053,47.6067,13.5541393003023,5,2.75,5398,9,3360,5407
-121.858,47.538,13.6181261234933,5,3.25,9387,9,3860,8979
-121.884,47.5185,13.2971566677775,4,2.5,6537,8,2520,5848
-122.195,47.3838,13.0170028617465,4,2.5,9608,10,3236,9660
-121.882,47.5405,13.4516671245469,4,2.5,14538,8,2270,6939
-122.163,47.3754,12.6115377536383,3,2,7159,7,2303,6126
-122.359,47.5543,13.1519221796459,5,3.25,5027,8,2910,5027
-122.324,47.662,13.2085410736454,3,2.5,1845,8,1450,1889
-122.3,47.5999,12.8076526325646,3,2.25,979,7,1170,1400
-122.171,47.7029,13.4849209845012,4,2.75,8800,9,1840,7700
-122.347,47.5171,12.5418303412135,3,1.75,2052,8,1410,1988
-122.198,47.3524,13.0958961911892,4,2.5,13360,9,2612,14448
-122.152,47.4815,13.1711535415738,4,2.75,6625,8,3030,9620
-122.164,47.3281,12.7512996960135,4,2.5,6002,9,2502,4750
-122.072,47.5362,13.3261202149183,3,3.25,2812,8,2440,2836
-122.202,47.3572,12.8212582846204,3,2.5,5700,9,2323,5701
-121.998,47.5482,13.0158911328938,3,2.25,2556,7,1630,2844
-122.167,47.7713,13.1519221796459,3,2.5,3837,8,2210,4075
-122.071,47.5323,12.7544830296234,2,1.75,698,7,1150,757
-122.031,47.3473,12.8954627772124,4,2.5,6666,9,1880,7200
-121.911,47.6489,12.6443275764613,2,1.75,2500,7,970,7500
-122.217,47.3457,12.4292161968444,3,2.25,2820,7,1481,2889
-122.201,47.6215,13.4516671245469,2,1.75,1207,9,1570,1206
-122.38,47.5416,13.9016882542053,4,3,6541,9,2300,6345
-122.053,47.607,13.6697064484059,5,3.25,6507,9,3360,5398
-122.173,47.776,13.5278218188236,4,3.25,9870,9,3360,9724
-122.147,47.4893,13.1711535415738,5,2.75,8364,9,3010,8296
-122.234,47.7341,13.3999193535571,3,2.5,9413,10,1940,9600
-122.02,47.6917,13.7642172635767,5,4,8120,9,4100,7625
-122.191,47.6651,14.1519827945855,4,2.75,10046,11,3560,10046
-122.362,47.554,12.487673766416,2,1.5,2119,7,1020,4800
-122.026,47.5396,13.0170028617465,3,2.25,1057,8,1390,942
-122.146,47.6705,13.7266793442577,4,2.5,4356,8,2840,4181
-122.195,47.6975,13.7778086907803,4,3.25,8589,10,2470,9019
-122.177,47.2873,12.5061772379805,4,2.5,5821,7,2566,5843
-122.369,47.5441,12.5913350463208,2,2.5,889,7,1580,1397
-122.371,47.6922,13.4588356140255,3,2.5,4185,9,1150,5000
-122.013,47.5965,13.8831692064381,3,4,8252,10,3710,8252
-122.372,47.573,13.112111,3,2.5,2500,7,1410,2500
-122.169,47.771,12.9360337992128,3,2.5,3600,8,2210,3600
-121.734,47.4761,13.0389600290985,3,2.5,5539,8,2990,6037
